,0
HTL_deposition_reaction_solutions_compounds_purity,8.84841791598672e-06
Backcontact_deposition_solvents_mixing_ratios,8.813278879413486e-06
Backcontact_deposition_thermal_annealing_time,8.496318471300477e-06
Perovskite_band_gap_graded,8.236618426139993e-06
HTL_storage_time_until_next_deposition_step,8.17972724003317e-06
Perovskite_deposition_solvents_purity,6.549327563827338e-06
HTL_deposition_solvents_purity,6.170711399738084e-06
Backcontact_deposition_reaction_solutions_compounds_supplier,6.122823384412854e-06
Perovskite_dimension_3D_with_2D_capping_layer,5.494667958061146e-06
Add_lay_back_function,5.459943452552913e-06
ETL_deposition_solvents_purity,5.150866878711822e-06
Add_lay_back_stack_sequence,4.399631099226891e-06
Cell_semitransparent_wavelength_range,4.0388707881976356e-06
Perovskite_surface_treatment_before_next_deposition_step,4.024555243843535e-06
Backcontact_storage_time_until_next_deposition_step,2.581448406996319e-06
Backcontact_deposition_thermal_annealing_atmosphere,1.573547205293722e-06
HTL_deposition_reaction_solutions_age,1.571806986951017e-06
ETL_storage_relative_humidity,1.1464183831415094e-06
Backcontact_deposition_reaction_solutions_compounds_purity,9.054601217678231e-07
Add_lay_front_deposition_procedure,6.521025877601969e-07
Backcontact_deposition_synthesis_atmosphere_relative_humidity,5.772968164434453e-07
Add_lay_front_thickness_list,4.468057261269489e-07
Backcontact_storage_atmosphere,4.4225959423038486e-07
ETL_storage_time_until_next_deposition_step,2.9130246708120444e-07
Backcontact_storage_relative_humidity,2.720363052151049e-07
ETL_storage_atmosphere,1.9370558152914393e-07
Backcontact_deposition_reaction_solutions_volumes,1.031853568913205e-07
Backcontact_deposition_solvents_supplier,5.035734145048265e-08
Backcontact_deposition_reaction_solutions_concentrations,4.079181870260391e-08
Add_lay_back_thickness_list,3.7279513603866015e-08
HTL_storage_relative_humidity,3.1140488757644725e-09
Add_lay_front_deposition_synthesis_atmosphere,0.0
Add_lay_back_deposition_synthesis_atmosphere,0.0
Add_lay_back_deposition_synthesis_atmosphere_pressure_partial,0.0
Add_lay_back_deposition_synthesis_atmosphere_relative_humidity,0.0
Add_lay_back_deposition_solvents,0.0
Add_lay_back_deposition_solvents_mixing_ratios,0.0
Add_lay_back_deposition_solvents_supplier,0.0
Add_lay_back_deposition_solvents_purity,0.0
Add_lay_back_deposition_reaction_solutions_compounds,0.0
Add_lay_back_deposition_reaction_solutions_compounds_supplier,0.0
Add_lay_back_deposition_reaction_solutions_compounds_purity,0.0
Add_lay_back_deposition_reaction_solutions_concentrations,0.0
Add_lay_back_deposition_reaction_solutions_volumes,0.0
Add_lay_back_deposition_reaction_solutions_age,0.0
Add_lay_back_deposition_reaction_solutions_temperature,0.0
Add_lay_back_deposition_substrate_temperature,0.0
Add_lay_back_deposition_thermal_annealing_temperature,0.0
Add_lay_back_deposition_thermal_annealing_time,0.0
Add_lay_back_deposition_thermal_annealing_atmosphere,0.0
Add_lay_back_storage_time_until_next_deposition_step,0.0
